track_genre,tempo,energy,danceability,loudness,valence,popularity,genre_encoded
acoustic,1.523719526,-1.878046877,0.450607508,-1.48827819,-1.141965751,1.334290898,0
acoustic,-1.527735437,-1.53216232,-0.258154374,-0.587960424,-1.327108136,1.42395745,0
acoustic,0.215733906,-1.882022562,0.65805001,-1.021616132,-0.709966854,1.379124174,0
acoustic,-0.404450956,-1.102788387,0.974976054,0.455915078,-0.397539081,1.065291242,0
acoustic,0.571492919,-0.450776118,-0.667277087,0.253502647,0.204173668,0.930791414,0
acoustic,-1.152328787,0.129673828,-1.128260424,0.902494959,1.72002694,0.168625723,0
acoustic,1.063784668,-0.275845998,0.946164596,0.073558394,1.824169531,1.334290898,0
acoustic,-1.582041642,-1.222058924,0.709910635,0.523518443,1.257170979,0.885958138,0
acoustic,-0.938072796,-1.329402407,0.15673063,-0.955006934,-0.902823505,-1.490205489,0
acoustic,-0.142526928,1.095765177,0.237402714,0.580185971,1.781741068,0.123792447,0
acoustic,-0.963324514,-0.585949394,0.69262376,-0.231054419,0.566744171,-1.490205489,0
acoustic,-0.963324514,-0.585949394,0.69262376,-0.231054419,0.566744171,-1.490205489,0
acoustic,-0.604763462,-1.953584884,0.49094355,-0.882830399,-0.436110411,0.97562469,0
acoustic,0.060120611,-1.591797588,1.142082514,-0.120503033,-1.126537219,1.065291242,0
acoustic,0.932288932,-1.559992112,0.127919171,-0.363278649,-0.428396145,0.930791414,0
acoustic,-1.004988181,-0.148624092,0.122156879,0.130623588,-0.474681741,0.482458654,0
acoustic,-0.274689816,-1.742873602,0.969213763,-0.989802784,0.019031284,0.796291586,0
acoustic,-0.20163663,-1.965511937,0.508230425,-1.222835563,-0.5633958,0.392792102,0
acoustic,0.012652718,0.70614809,-1.174358758,1.020204349,-0.023397179,0.616958482,0
acoustic,-1.167606577,-1.504332528,-0.540506669,-0.069601675,-0.613538529,0.930791414,0
acoustic,-0.538682018,0.503388177,0.629238551,0.509798937,0.073031146,1.782623658,0
acoustic,0.579798966,-1.67131128,-0.903531047,-0.678827301,-0.949109101,1.020457966,0
acoustic,0.74271758,-1.687214018,-0.736424587,-0.97568561,-0.389824815,1.020457966,0
acoustic,-0.806943994,-1.170375025,0.087583129,-1.294415597,-1.521121926,1.154957794,0
acoustic,-1.988537594,-2.045025629,-0.81133438,-0.999744455,-1.253822608,1.065291242,0
acoustic,0.46384788,-1.512283897,0.744484386,-0.765121009,-0.436110411,1.020457966,0
acoustic,-0.085652186,-1.595773273,-0.102572498,0.095628904,-1.184394214,1.065291242,0
acoustic,0.593442232,-1.786606132,-0.148670832,-1.140518523,-0.605824263,0.796291586,0
acoustic,-0.07200892,0.276774157,0.548566467,0.66309951,-0.470824608,0.661791758,0
acoustic,-1.323420017,-1.814435924,0.565853342,-1.112085343,-0.061968509,0.841124862,0
acoustic,0.592241358,-1.85419277,0.139443755,-0.934527091,-0.470824608,0.930791414,0
acoustic,-1.407247715,-1.822387293,-0.448310001,-1.294415597,0.046031215,0.97562469,0
acoustic,-1.043516232,-2.21995575,0.295025631,-3.06323778,0.474172979,0.347958826,0
acoustic,-0.570805405,-1.281694192,0.56009105,0.021861702,-0.833395111,0.706625034,0
acoustic,0.717299074,-1.492405474,-0.915055631,-0.922795918,-0.478538874,0.168625723,0
acoustic,-1.335728979,-2.025147206,0.32383709,-1.075499992,-0.802538047,0.841124862,0
acoustic,0.127869936,-1.699141072,-0.419498543,-0.553164574,-0.478538874,1.110124518,0
acoustic,-1.337830509,-1.822387293,-1.110973549,-0.987416783,-1.311679603,0.661791758,0
acoustic,1.262162432,-0.741001092,-0.044949581,-0.13481904,-0.301110756,1.020457966,0
acoustic,-0.077979934,-0.927858266,0.433320632,0.018083867,-0.243253761,0.572125206,0
acoustic,-1.337530291,-0.092964508,-0.500170627,0.183712113,-0.501681672,0.97562469,0
acoustic,1.420144118,-2.177415925,-1.704489597,-1.347305289,-1.261536874,0.930791414,0
acoustic,-0.572773505,0.213163204,0.15673063,-0.121894867,-1.165108549,1.065291242,0
acoustic,0.859836182,-1.182302078,0.041484795,-0.146351379,-1.447836399,0.706625034,0
acoustic,-0.530509401,-1.365183568,0.462132091,0.069382892,-0.632824194,0.97562469,0
acoustic,-0.903380872,-2.391307754,-0.465596876,-2.644693412,-1.23067981,0.796291586,0
acoustic,0.058619518,-2.381766111,0.963451471,-3.295077558,-1.288536805,0.258292275,0
acoustic,0.097214284,-1.631554434,0.830918761,-0.949240764,-1.111108687,1.19979107,0
acoustic,0.405205185,-1.858168454,0.35841084,-0.285932446,-0.652109859,1.19979107,0
acoustic,1.46397603,-0.935809635,0.277738756,-0.866923725,0.25817353,0.885958138,0
acoustic,0.466583205,-1.130618179,-0.367637917,-0.21892558,-0.139111169,1.379124174,0
acoustic,-2.033336877,-1.822387293,-0.673039378,-0.147942046,-0.983823298,0.034125895,0
acoustic,0.862271288,-0.717146984,-0.240867499,-0.244575092,-1.049394559,0.75145831,0
acoustic,0.758095443,1.163351815,-0.067998747,0.640034833,-0.200825298,1.42395745,0
acoustic,-1.572601435,-1.106764072,0.640763135,-0.525129061,0.265887796,1.020457966,0
acoustic,1.927179935,-0.752928145,-0.067998747,-0.273803606,-0.590395731,1.065291242,0
acoustic,0.681939997,-0.975566481,0.110632296,-0.336833803,-1.211394145,0.437625378,0
acoustic,-0.083117007,-1.98539036,0.122156879,-1.379317471,-0.71768112,1.379124174,0
acoustic,-0.508259868,0.042208767,0.905828554,0.276368491,1.064314329,1.110124518,0
acoustic,0.076465845,-1.659384226,0.001148753,-0.350950977,-1.057108825,1.379124174,0
acoustic,-1.152128641,0.785661781,-0.131383956,-0.145556045,1.901312191,0.078959171,0
